
---------- Begin Simulation Statistics ----------
final_tick                               127963093500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                  85256                       # Simulator instruction rate (inst/s)
host_mem_usage                                 658620                       # Number of bytes of host memory used
host_op_rate                                    96268                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                  3291.02                       # Real time elapsed on the host
host_tick_rate                               38882507                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                   280579389                       # Number of instructions simulated
sim_ops                                     316819327                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.127963                       # Number of seconds simulated
sim_ticks                                127963093500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                1137782402                       # number of cc regfile reads
system.cpu.cc_regfile_writes                233694591                       # number of cc regfile writes
system.cpu.committedInsts                   280579389                       # Number of Instructions Simulated
system.cpu.committedOps                     316819327                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.912135                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.912135                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                        63430850                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              3316932                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                 50402894                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.374937                       # Inst execution rate
system.cpu.iew.exec_refs                     54571678                       # number of memory reference insts executed
system.cpu.iew.exec_stores                   24460557                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                13902878                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts              31428857                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts             175241                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts            823514                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts             27737303                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts           414862572                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts              30111121                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           2903819                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts             351882322                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                  79800                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                 29385                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                2891138                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                117165                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents           6005                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect      1597090                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect        1719842                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                 637786395                       # num instructions consuming a value
system.cpu.iew.wb_count                     348112745                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.380890                       # average fanout of values written-back
system.cpu.iew.wb_producers                 242926669                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.360208                       # insts written-back per cycle
system.cpu.iew.wb_sent                      348736788                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                450196624                       # number of integer regfile reads
system.cpu.int_regfile_writes               264462498                       # number of integer regfile writes
system.cpu.ipc                               1.096329                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.096329                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha1Hash               0      0.00%     84.24% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     84.24% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     84.24% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     84.24% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     84.24% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     84.24% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     84.24% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead             30866828      8.70%     92.94% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite            25062452      7.06%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite              0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total              354786141                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                       0                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads                   0                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses            0                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes                  0                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                     4058481                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.011439                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                 2771596     68.29%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                      0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                      0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     68.29% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                 684772     16.87%     85.16% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite                602113     14.84%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite                0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses              358822752                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads          906303559                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses    348112745                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes         512911439                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                  414571861                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                 354786141                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded              290711                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined        98043244                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued            177458                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved          19043                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined    311977045                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples     192495338                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         1.843090                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        1.892283                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0            58107679     30.19%     30.19% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1            49680911     25.81%     56.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2            26931223     13.99%     69.99% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3            17467403      9.07%     79.06% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4            19397548     10.08%     89.14% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5             8801091      4.57%     93.71% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6             8816899      4.58%     98.29% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7             1997138      1.04%     99.33% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8             1295446      0.67%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total       192495338                       # Number of insts issued each cycle
system.cpu.iq.rate                           1.386283                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads           1330419                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores          6739274                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads             31428857                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores            27737303                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads               472288250                       # number of misc regfile reads
system.cpu.misc_regfile_writes                 482863                       # number of misc regfile writes
system.cpu.numCycles                        255926188                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                          677766                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.vec_regfile_reads                       16                       # number of vector regfile reads
system.cpu.workload.numSyscalls                 19743                       # Number of system calls
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests       586715                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests       1155708                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.tol2bus.snoop_filter.hit_multi_requests        18983                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_multi_snoops        18985                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_single_requests      1172343                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.hit_single_snoops      1154148                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.tot_requests      2345679                       # Total number of requests made to the snoop filter.
system.tol2bus.snoop_filter.tot_snoops        1173133                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                          1000                       # Clock period in ticks
system.cpu.branchPred.lookups                68717663                       # Number of BP lookups
system.cpu.branchPred.condPredicted          50150898                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect           3449740                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups             27713526                       # Number of BTB lookups
system.cpu.branchPred.BTBHits                26532179                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             95.737291                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                 7431018                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect             387617                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups         1036382                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits             914454                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses           121928                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted         5246                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts        98044589                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls          271668                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts           2846512                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples    178722275                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     1.772691                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     2.125054                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0        55073456     30.82%     30.82% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1        60499358     33.85%     64.67% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2        19120404     10.70%     75.36% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3        12041569      6.74%     82.10% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4        12413354      6.95%     89.05% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5         4637380      2.59%     91.64% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6         4274781      2.39%     94.03% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7         1830332      1.02%     95.06% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8         8831641      4.94%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total    178722275                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted            280579389                       # Number of instructions committed
system.cpu.commit.opsCommitted              316819327                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                    46810585                       # Number of memory references committed
system.cpu.commit.loads                      24374900                       # Number of loads committed
system.cpu.commit.amos                              0                       # Number of atomic instructions committed
system.cpu.commit.membars                      115470                       # Number of memory barriers committed
system.cpu.commit.branches                   45256995                       # Number of branches committed
system.cpu.commit.vector                            0                       # Number of committed Vector instructions.
system.cpu.commit.floating                          0                       # Number of committed floating point instructions.
system.cpu.commit.integer                   284775217                       # Number of committed integer instructions.
system.cpu.commit.functionCalls               6130748                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass            0      0.00%      0.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu    265929883     83.94%     83.94% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult      3932501      1.24%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     85.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     85.18% # Class of committed instruction
