
---------- Begin Simulation Statistics ----------
final_tick                                11192628500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 100711                       # Simulator instruction rate (inst/s)
host_mem_usage                                 664316                       # Number of bytes of host memory used
host_op_rate                                   125235                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   153.20                       # Real time elapsed on the host
host_tick_rate                               73059880                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                    15428712                       # Number of instructions simulated
sim_ops                                      19185756                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.011193                       # Number of seconds simulated
sim_ticks                                 11192628500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 101972446                       # number of cc regfile reads
system.cpu.cc_regfile_writes                 12465235                       # number of cc regfile writes
system.cpu.committedInsts                    15428712                       # Number of Instructions Simulated
system.cpu.committedOps                      19185756                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               1.450883                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         1.450883                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                           53763                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              1095833                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                  5364700                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.277680                       # Inst execution rate
system.cpu.iew.exec_refs                     10267276                       # number of memory reference insts executed
system.cpu.iew.exec_stores                    3715875                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                 2192749                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               8556765                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts              81446                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts            424588                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts              5420742                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            39171638                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts               6551401                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           1760743                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              28601201                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                  17071                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                126165                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                 892896                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                143074                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            182                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect       738857                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect         356976                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  26767191                       # num instructions consuming a value
system.cpu.iew.wb_count                      27382447                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.503965                       # average fanout of values written-back
system.cpu.iew.wb_producers                  13489735                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.223236                       # insts written-back per cycle
system.cpu.iew.wb_sent                       27774801                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 29661447                       # number of integer regfile reads
system.cpu.int_regfile_writes                16697442                       # number of integer regfile writes
system.cpu.ipc                               0.689235                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         0.689235                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha1Hash               0      0.00%     63.11% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     63.11% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     63.11% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     63.11% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     63.11% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     63.11% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     63.11% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead              7131786     23.49%     86.59% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite             4070207     13.41%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite              0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total               30361944                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                       0                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads                   0                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses            0                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes                  0                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                      562230                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.018518                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                   78036     13.88%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                      0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                      0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     13.88% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                 209931     37.34%     51.22% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite                274263     48.78%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite                0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses               30924134                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads           83809675                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses     27382447                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes          59157696                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                   39050159                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                  30361944                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded              121479                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined        19985881                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued            192062                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved          31392                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined     51755058                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples      22331495                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         1.359602                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        1.918970                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0            12093787     54.16%     54.16% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1             2769843     12.40%     66.56% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2             2227619      9.98%     76.53% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3             1705775      7.64%     84.17% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4             1383426      6.19%     90.37% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5             1040109      4.66%     95.03% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6              638970      2.86%     97.89% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7              324259      1.45%     99.34% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8              147707      0.66%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total        22331495                       # Number of insts issued each cycle
system.cpu.iq.rate                           1.356337                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads            243946                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores           359848                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads              8556765                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores             5420742                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads                80235759                       # number of misc regfile reads
system.cpu.misc_regfile_writes                 160125                       # number of misc regfile writes
system.cpu.numCycles                         22385258                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                            5423                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.vec_regfile_reads                       16                       # number of vector regfile reads
system.cpu.workload.numSyscalls                 10023                       # Number of system calls
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests            0                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests         22240                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.tol2bus.snoop_filter.hit_multi_requests          108                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_single_requests       146514                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.tot_requests       294487                       # Total number of requests made to the snoop filter.
system.tol2bus.snoop_filter.tot_snoops              0                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                          1000                       # Clock period in ticks
system.cpu.branchPred.lookups                10163838                       # Number of BP lookups
system.cpu.branchPred.condPredicted           6905512                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect            883037                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups              3705093                       # Number of BTB lookups
system.cpu.branchPred.BTBHits                 3327931                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             89.820444                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                 1150508                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect              60090                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups          686256                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits             509810                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses           176446                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted         8406                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts        20001064                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls           90087                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts            882730                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples     19348060                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     0.991611                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     1.899595                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0        12613098     65.19%     65.19% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1         2550227     13.18%     78.37% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2         1605682      8.30%     86.67% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3          761740      3.94%     90.61% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4          465945      2.41%     93.02% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5          256770      1.33%     94.34% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6          283142      1.46%     95.81% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7          199185      1.03%     96.84% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8          612271      3.16%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total     19348060                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted             15428712                       # Number of instructions committed
system.cpu.commit.opsCommitted               19185756                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                     6901681                       # Number of memory references committed
system.cpu.commit.loads                       4103988                       # Number of loads committed
system.cpu.commit.amos                              0                       # Number of atomic instructions committed
system.cpu.commit.membars                       40033                       # Number of memory barriers committed
system.cpu.commit.branches                    3814084                       # Number of branches committed
system.cpu.commit.vector                            0                       # Number of committed Vector instructions.
system.cpu.commit.floating                          0                       # Number of committed floating point instructions.
system.cpu.commit.integer                    16503687                       # Number of committed integer instructions.
system.cpu.commit.functionCalls                465508                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass            0      0.00%      0.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu     12259631     63.90%     63.90% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult        24444      0.13%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     64.03% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     64.03% # Class of committed instruction
